,text,meta_text
6398,could you do $300 ? ,counter-price
6399,"yes , i can do that , it's a fair price . sounds great ! ",agree
6400,"great , thanks ! ",thanks
6401,<end>,<end>
6402,"hi , i really like the bike and description . any way you would consider letting it go for $60 ? ",init-price
6403,"$60 is a tad too low , the listing price is $110 . ",vague-price
6404,its a really well build bike and will help you achieve your fitness goals easier . ,supplemental
6405,would you be willing to pay $90 if i deliver it to your place for free ? ,counter-price
6406,i can pay $80 if you deliver and throw in a helmet and lock for the bike . deal ? ,counter-price
6407,"i can do all of that , but only for $90 . deal ? ",counter-price
6408,<end>,<end>
6409,brand spanking new iphone 6s . i swear i didn't steal it . ,supplemental
6410,"okay . . . since you're not a retailer , and there is no warranties , or monthly plans due to you not being a retailer i want to make you an offer ",unknown
6411,"i can't go any lower than $500 . but because i definitely did not steal this phone from an apple store , i'll cut my losses and sell it to you for 349 ",init-price
6412,<end>,<end>
6413,i am interested in your device and would like to offer $40 cash for it . ,init-price
6414,i don't think i could go that low . ,vague-price
6415,"its unopened and retails at $70 , so i think $65 is a fair offer . ",counter-price
6416,"i got it as a gift but already have one , trust me they're great and work super well . 6+ hours of battery life extra if you're using a tablet , 9 hours with a small tablet , and 24 hours extra with a smartphone . well worth $65 imo . ",supplemental
6417,i could offer $45 ,counter-price
6418,"i can't go lower sorry . its worth $70 , so $65 is a deal already . like i said , unopened , never been opened , new . its worth $65 no less . final offer . ",insist
6419,the most i could pay is $55 . are you willing to give a little ? i can pay cash today . ,counter-price
6420,"no , i'm sorry . the best i can do is $65 and i can deliver it to your house free of charge . thats the best you'll get from me . ",insist
6421,guess we can't make a deal ,disagree
6422,"okay , please reject my offer if you must . ",disagree
6423,<end>,<end>
6424,hi are you interested in my iphone ? ,intro
6425,"yes , mine was stolen so i need a new one , what kind of shape is it in ? ",inquire
6426,it is brand new ! ,inform
6427,"ok , well i have $450 in cash to spend does that sound good ? i can come to you to pick it up and save you gass ",init-price
6428,$465 and you have a deal ,counter-price
6429,i really only have $450 and i would be saving your the gas and time . . that's worth $15 yeh ? ,insist
6430,"the phone is 64gb , never been used , and unlocked so i'm afraid i can't go any lower than that . $465 is my final offer . ",insist
6431,"ok , well i can buy it brand new for 500 so i will just do that ",disagree
6432,<end>,<end>
6433,"hey there , you looking to buy some headsets for your blackberry ? ",inquire
6434,"hi , what are you asking for the headsets ",inquire
6435,"im asking for $10 , they are new and still in the original package . ",init-price
6436,i see . . . well i'm probably the only old guy clinging to my blackberry . . . can you come down to 7 maybe ? ,counter-price
6437,yeah i can do $7 . glad we could make a deal today . ,agree
6438,"thanks a lot , i hope you enjoy your product . ",thanks
6439,<end>,<end>
6440,hi there ,intro
6441,"just looking to sell these real quick , pickup only . ",supplemental
6442,is it $7 if i pick it up ? ,init-price
6443,"i'm starting at $10 . they're brand new , sealed packaging . ",counter-price
6444,"okay , see you when you pick it up . ",agree
6445,<end>,<end>
6446,"hi , are these orginal equipment ",inquire
6447,yes they sure are ,inform
6448,i'm probably the only guy in town still using this old blackberry . . . would you take $5 for them ? ,init-price
6449,how about $6 ,counter-price
6450,well i do really need them and they're kind of hard to find . . . so i can do $6 if you can ,agree
6451,<end>,<end>
6452,hello ,intro
6453,hi are these used or new ? ,inquire
6454,they are new and they are still in the package . ,inform
6455,"i'm sorry , i just noticed that . i see you are asking $10 for them . ",init-price
6456,can you go any lower than that ? ,vague-price
6457,"well , since i am a kind person , i will go as low as 5 dollars for you . how does that sound ? ",counter-price
6458,nice doing business with you ! ,agree
6459,sounds good ! thanks . ,thanks
6460,<end>,<end>
6461,hey so they'r still new right ? not gonna have greasy ear wax on them ? ,inquire
6462,they are brand new in the package and i'm asking $10 ,init-price
6463,"tell you what , i'll give you 7 bucks . i'll come and pick it up ",counter-price
6464,i can do $8 and i'll throw in a carrying case . ,counter-price
6465,um . . . ok that's a deal ,agree
6466,$8 it is then ,insist
6467,<end>,<end>
6468,hi ,intro
6469,hello do you still have the headsets ? ,inquire
6470,yes i have 2 left 10 dollars for both ,init-price
6471,"awesome , are they in good condition ? ",inquire
6472,they are still in the original package so never been used ,inform
6473,oh okay . i saw these on sale earlier for less . could you sell these to me for $5 ? ,counter-price
6474,10 bucks is the best i can do . these are brand new and i can't do less than 10 ,insist
6475,okay i'll come up to 7 because they are new . ,counter-price
6476,"i can include a couple pairs of earbud covers , if you buy them for the listed price of 10 dollars . ",insist
6477,"they should come with the earbud covers , come on you can't sell second hand items for retail price ! 7 bucks ",insist
6478,they aren't second hand they are brand new . ,supplemental
6479,<end>,<end>
6480,would you like buy my printer for a deal at the price of ten dollars ? ,init-price
6481,i would take it off your hands for $5 and pick it up today ! ,counter-price
6482,oh i can not do that i paid 18 for it . you are getting a deal and a smile at 9 bucks . i don't think i can go lower than . half of what i paid for it . you are getting a great deal on this cannon printer . ,counter-price
6483,for $9 do you have any leftover photo paper for me to test it ? ,inquire
6484,"i will tell you what i have a new pack . that i got with it , i'll throw that into the deal for 9 dollars . i mean i don't know why i bought a photo printer and way i have no photos to print . ",inform
6485,okay that is awesome ! i will pick it up today for $9 . thank you ,agree
6486,deal sounds good my friend . ,thanks
6487,:) ,unknown
6488,<end>,<end>
6489,hello ,intro
6490,hi . ,intro
6491,so i'm interested in buying the parisian cornice double shelving ,intro
6492,great . i am located in mateca . when would u like to pick up ? ,inquire
6493,i can pick up whenever . ,inform
6494,how much are you selling for ? ,inquire
6495,600 is what i am asking ,init-price
6496,what condition is the shelving in ? ,inquire
6497,good condition ! ,inform
6498,"if i come to pick it up when you want and haul it away , would you be willing to do $525 ? ",counter-price
6499,<end>,<end>
6500,"hey there , nice wagon you have here ",intro
6501,"thanks ! i have a great car i want to sell , are you interested ? ",intro
6502,"i am , but my budget is somewhat limited . can you tell me a little more about the car ? how long have you had it ? ",inquire
6503,"it is a 1999 bmw 528i touring dinan wagon , and i have had it most of its life . its around 360k car runs with no issues new oil , plugs etc ",inform
6504,"well i appreciate you doing all that maintenance with the car incl . new plugs and oil . the mileage is a little high , but i want to work with you on a good deal for the both of us . is $2500 decent ? ",init-price
6505,"i could meet you at $3000 as everything is current , registration , and even the wheels and tires are new . ",counter-price
6506,2900 and you have a deal ,counter-price
6507,deal ! ,agree
6508,<end>,<end>
6509,hello ,intro
6510,hi tehre are you interested in my couch ? ,intro
6511,yes . i see you have a couch for 50 dollars . that is a bit too much for me . can you lower your price a bit ? ,vague-price
6512,"it is a nice comfy couch from a smoke free home . if you come to pick it up , i would reduce it down to $40 for you . ",init-price
6513,"that sounds good . how about 35 dollars then ? that would be good for me , since i have to use gas to come and get it . ",counter-price
6514,ok but no lower . thanks ! ,agree
6515,so do we have a deal ? ,inquire
6516,<end>,<end>
6517,"hey , i'd like to talk to you about your beach bike ",intro
6518,"sure , it's like brand new ! i only rode it a couple of times . ",supplemental
6519,"i see they run around $225 brand new , i was hoping i could get it for like $150 ",init-price
6520,i bought this brand new for $350 . it's top of the line . i am willing to let it go at $200 if you can pick up . ,counter-price
6521,you're kind of a long drive away but how about $175 and i'll come pick it up ? ,counter-price
6522,"okay , i can do that . text me for address . ",agree
6523,<end>,<end>
6524,omg ,unknown
6525,hi ! are you interested in mt sofa ? ,intro
6526,"oh yes dear , my boyfriend and i loooooooove lee sofas ",supplemental
6527,"it's in great shape , and has a loveseat too . only $600 . ",init-price
6528,"well sure only $600 if your rich and gay , which i'm not , well one of those ! lol ",vague-price
6529,"ha ! if you want , i can deliver for free . ",supplemental
6530,"hmz , well we are worried about if you had a cat or dog , i'm mean it's not a big deal , but . . . ",inquire
6531,nope . i have no pets . ,inform
6532,"have you ever had it cleaned ? by a professional , honey ? ",inquire
6533,"no , but it's been kept clean , and it's only about a year old ",inform
6534,"ok , but you know we are all a little dirty , especially on the loveseat , or do you have kids in your place . i'm sorry , maybe this is a wholesome set of furniture . . . ",inquire
6535,it's quite wholesome . ,inform
6536,how much are you willing to pay ? ,inquire
6537,"well , since you said it's clean , and you'll deliver , and it's practically brand neeew , we'll give you $420 , and no we are straightedge , ha ! ",counter-price
6538,how about $500 ? it's really in great shape . no kids . ,counter-price
6539,"only if you go on a date with us honey , never negotiate with a gay man , $400 . ",counter-price
6540,$450 is as low as i can go . ,counter-price
6541,"oh i can't believe that , you gotta give me a reason , why are your credit cards so high ? ok , $420 , that's high enough . . . ",counter-price
6542,"i recently divorced , and i can't afford to be charitable . i'm sure there's someone who could pay $450 . ",insist
6543,"oh , it's not that i can't pay you $450 , but like i said we aren't rich . so we are willing to pay a fair price . really any material object is only worth 1/3 of the price of the list , especially after it's been used by any other person . therefore , technically , and reasonably i could only give you $200 in order for me to not be a foolish capitalist . so , giving you even $420 with good humor is still way too much . so i'll double the reasonable offer a strong capitalist knows it is worth and give you $400 . you need it , you have to pay the divorcee . ",counter-price
6544,<end>,<end>
6545,"would you take 3 , 500 ",init-price
6546,"hi , this is a great truck . $3 , 500 is too low . do you have a vehicle to trade with it ? if so , tell me about that vehicle . i might be able to take $4250 if you have a trade in . ",counter-price
6547,hs this truck ever been in an accident ? ,inquire
6548,"no , it has never been in an accident . ",inform
6549,are you interested in buying it for $5000 ? or do you have a trade in ? ,counter-price
6550,"no , to high , the truck does not have any additions , it is a plain fleet work truck and most likely doesn't even have power windows . ",disagree
6551,what about your trade in ? ,inquire
6552,"i can give you $3 , 800 or 2006 honda atv , perfect condition , clean title and new large tires . ",counter-price
6553,okay . i will take the atv plus $3500 . deal ? ,counter-price
6554,"no , one or the other , the truck is not worth anything over 3 , 800 ",insist
6555,well i am sorry . i cannot take that deal . you are really trying to lowball me . please stop wasting my time and give me a fair offer . ,disagree
6556,"3 , 800 firm , if not good luck trying to find someone to pay that much . ",insist
6557,<end>,<end>
6558,hi ! ,intro
6559,"hey there , you're interested in the home ? ",intro
6560,yes i am . is it in good condition and everything ? ,inquire
6561,"definitely , we redid the carpet , floor , and the ceiling is pretty high . ",inform
6562,"you're wanting to move in soon ? in addition , there's a large front and back yard . ",inquire
6563,"i would like to move in asap . but , would you be willing to lower the price a bit for me ? ",inquire
6564,"well , i can't go too low . what's your budget ? i don't think i could go below 2000 considering it's a 4 bed 2 bath ",init-price
6565,would you be willing to lower it to 2500 ? it would help me out a bit as i am on a budget . ,counter-price
6566,"oh , yeah we can do 2500 . deal ? ",agree
6567,sounds good . deal . ,agree
6568,<end>,<end>
6569,"hello , ",intro
6570,dublin ? ,inquire
6571,no not at all i would like to buy a phone ? ,inform
6572,have mine only 149 ,init-price
6573,<end>,<end>
6574,is the bike available ? ,inquire
6575,"hi , i am trying to buy a phone . ",inform
6576,what bike are you talking about ? ,inquire
6577,i;'m trying to buy a bike . i think we might be out of synch . ,inform
6578,<end>,<end>
6579,"hi , i'm interested in the ikea desk . . . will you take $35 ? ",init-price
6580,that's a little low for me . it is in like-new condition and not just any old table . the adjustable legs make it extra nice ! how about $50 ? ,counter-price
6581,i have $45 cash . i can come pick it up today . ,counter-price
6582,i really could use the space . i can go with $45 . you are going to love this sweet table ! ,agree
6583,<end>,<end>
6584,hello ,intro
6585,"hey , so you were thinking about a bmw ? ",intro
6586,"yes , i am very interested . ",intro
6587,"oh , well that's cool . usually people see me and lowball me , i am obviously a gay surfer . ",unknown
6588,oh why would they do that ? thats not fair ,unknown
6589,"well , surfers live in their cars in the search for the right wave , so this thing has some wear and tear . but , listen , i have to drive all over the place to get the best wave . so , you know i pay the best mechanics . i don't know anything about mechanical engineering . ",supplemental
6590,oh ok . i understand . that is awesome . you are one lucky guy ! ,unknown
6591,"sometimes , and this car has brought me lots of luck in the search . but , listen , i don't want you to think i'm a thief , i might be a pirate , but not a thief ! lol , really , carfax is gonna tell you some mileage difference , it's because i bought a new engine off my bulgarian mechanic . he trained on the bmw race team in germany , look him up , stupid expensive . but this car will certainly get you where you need to go , and is the best bmw wagon on any us coast . ",supplemental
6592,"lol ! that is very important . i want a car that get me anywhere i need to go . this is a nice car; however , you are asking for too much . you know , it is not a brand new bmw . ",vague-price
6593,"totally , it is super used , like i said . but that is why i have it listed so high . it was a long time ago , and i bought it for $35 , 000 , so i figured i would just cut a zero off . still , though it is used . i'll five it to you for less than 10% of it's original tag , i'll give you this ride , for $3000 . but , you may have to sell it back to me in a year . no , no , just kidding . ",init-price
6594,lol . come on ! the price is still high . i will give you $1750 right now for the car . i am ready to take it home with me right at this moment ! ,counter-price
6595,"ha , ok . it is high . but i'm not . how did you come up with 1750 ? you must be tired . listen , you can sleep in the back . i have many a time . i'll even give you my old yoga mat . ok , ok , $2999 , lets do this ! ",counter-price
6596,"i know that you are not high ! well , i am a young broke college student . i was able to save some of my financial aid money in order to buy this very nice car . i really need it . do you know how many times i have to ask people for rides . this is a great opportunity for me to buy a car . i am willing to pay $1800 . ",counter-price
6597,<end>,<end>
6598,"hi , so i have an amazing ford truck for sale . ",intro
6599,it's very tough and reliable . ,supplemental
6600,what is your reason for selling this truck ? ,inquire
6601,my wife has been yelling at me to get a minivan and i can't afford both insurance payments . ,inform
6602,"i am interested , but $5500 is too high of a price for a 10 year old truck . i have $3 , 800 cash in my hand . i could come and pick it up right now and take it off your hands ",init-price
6603,it only has 173k the price is already low . i can knock $100 off if you can meet me later today . ,vague-price
6604,"173k miles on a ford ranger really is a lot of miles , the most i can offer is $4 , 400 cash ",counter-price
6605,"ford's are built to last ! $4 , 850 and you have a deal . ",counter-price
6606,"at $4 , 800 can you include a full tank of gas ? i'm ready to head over right now ",counter-price
6607,ok deal . ,agree
6608,<end>,<end>
6609,hi how are you ,intro
6610,"hi well , i would like to sell you my couch for $50 . what do you think ? ",init-price
6611,"to be honest , i think 50 is a little high . i don't care much for the floral pattern , but i do need a couch . how does 35 sound , i'll even pick it up myself . ",counter-price
6612,"i have an extra chair i could throw in if our are interested . so the couch and the chair , you pick it up for $50 total ? ",insist
6613,"i would love an extra chair , that sounds great , thanks ! ",agree
6614,<end>,<end>
6615,hi how are you ? ,intro
6616,i really like your toyota truck ! ,intro
6617,tahnks it is in very good condition i have taken very well care of her i am asking for $6400 . ,init-price
6618,how many miles does it have on it ? ,inquire
6619,only 56000 ,inform
6620,"would you consider going a little lower for a 2003 , say $3200 ? ",counter-price
6621,no that is half of my asking price it is from 2003 but as i said it is in very good condition and only has 56000 miles on it . ,disagree
6622,"ok , i don't think iwil lcoem across a deal like this again , so i accept . ",agree
6623,<end>,<end>
6624,want the apt ? 1700 ,init-price
6625,hi is this apartment on the bus route ? ,inquire
6626,yeah its close ,inform
6627,<end>,<end>
6628,hi how are you ? ,intro
6629,great ! i see that you are interested in purchasing my 2008 honda civic ? ,intro
6630,very interested ! however i dont have 6200 at the moment . i have 5500 and can borrow 80 for a final price of 5580 in cash today would you accept that ? ,init-price
6631,"that's a little lower than i was hoping to get . it doesn't have too many miles on it and is in great shape (new tires , solid transmition) . what if i threw in shipping costs- would you be able to do any more than 5580 ? ",vague-price
6632,i could borrow a little more and give you 5800 but tha's as high as i can possibly go . ,counter-price
6633,any possible way you can go up to 5900 ? i'll include the gps and give it a detailed cleaning inside and out . ,counter-price
6634,sure ! ,agree
6635,<end>,<end>
6636,hi how are you ,intro
6637,hi there good thanks . i like your phone ! ,intro
6638,"thanks , it's in great condition , nearly mint . i'm asking 160 for it . ",init-price
6639,would you consider $135 for it ? ,counter-price
6640,"i think thats still too low , it is flawless . it's always had a case and screen protector on it . i'll take 145 ",counter-price
6641,ok sounds fair . ,agree
6642,<end>,<end>
6643,"let's make this short and sweet . i have an apartment to move , you're looking for an apartment . let's make something work . ",intro
6644,"works for me ! i'm interested , but i'd like to do it for $1 , 800 ",init-price
6645,sounds excellent to me . i'm trying to move it quickly . ,agree
6646,<end>,<end>
6647,"hello , are you interested in the bike ? ",intro
6648,"yeah , yeah , it's for my son , he's a real lunatic and smashes the bikes . i don't know what's up with that . he keeps jumping off them and letting them fly into shit ? ! ",supplemental
6649,"this bike seems like it would be perfect for him , there are some scratches but it is very durable . ",supplemental
6650,i am sure he will fuck it up . i've only got $45 on me and i gotta go pick up my daughter before my wife kick my nuts . will that work ? ,init-price
6651,i spent a lot of time rebuilding this bike . would you be able to pay $47 ? ,counter-price
6652,"shit , let me check , uh . . . i've got a quarter and a penny and oh a dime and here a pokemon card , listen i gotta roll , my wife is gonna kick my nuts so hard . $45 and what us 31 cents . ",counter-price
6653,$46 and you can come now ,counter-price
6654,"what i already am here , i'm out front , yeah hold on i have some more change oh shit another quarter , hold on , damn fucking wife and shit kids , uh okay i'm like 20 cents short what do you know my wife or something ? ",disagree
6655,<end>,<end>
6656,hello ,intro
6657,hi there ,intro
6658,are you interested in this apartment ? it is in great shape and a lot of people are interested . ,intro
6659,yes very interested . ,intro
6660,i can offer you 1470 . i have a tight budget . ,init-price
6661,"that sounds good . this place has a lot to offer . but , i am not sure if that is a good enough offer . i guess i will accept it though . ",agree
6662,<end>,<end>
6663,"hello , are you interested in the lg g4 ? ",intro
6664,"i am , hi there . i am in the market for a new phone and was checking your out . ",intro
6665,can you tell me about yours ? ,inquire
6666,"yes it is on the tmobile network , it is in like new condition . i have always kept the screen protector and the case on it . so there are absolutely no scratches , scuffs , cracks or anything . ",inform
6667,would you consider $75 for it ? ,init-price
6668,"$75 is too low , this phone is in perfect condition . ",vague-price
6669,ok how about $130 ,counter-price
6670,$135 is the lowest i am willing to go on this phone . for that price i will also throw in 5 new cases and 2 screen protectors that i bought for the phone . ,counter-price
6671,sounds like a deal . ,agree
6672,<end>,<end>
6673,"hey there , you're interested in my truck ? ",intro
6674,"hi , i am , i would consider something cheaper though . how does 4900 sound , it has alot of miles ",init-price
6675,"hm , 5000 ? it does have a lot of miles but she was really good to me . i recently did all the maintenance on it including things like the transmission and oil so that you won't have to worry about that for 100k or more miles ",counter-price
6676,"5k sounds great too me , send me an offer ! ",agree
6677,<end>,<end>
6678,hi how are you ? ,intro
6679,good how are you ? ,intro
6680,good are you interested in my bike ? ,intro
6681,it's in wonderful condition ridden almost none . ,supplemental
6682,i'm asking 250 for it . ,init-price
6683,i'm wondering if you would take 125 . ,counter-price
6684,<end>,<end>
6685,hi how are you ? ,intro
6686,"i'm interested in your bike , what kind of shape is it in ? how did you rebuild it ? ",inquire
6687,hi ,intro
6688,"yeah hi , i like the bike but it looks scratched , would you sell it for 25 ? ",init-price
6689,thats too low ,vague-price
6690,"well why should i pay more ? it looks busted and old ? to be honest , it kinda looks like it rides bad too . ",inquire
6691,it works great you can be assured of that . nothing below 45 ,counter-price
6692,"well , i can't go above 30 for a piece of junk . send me your offer , i'll probably reject it just like that junky bike . ",counter-price
6693,thats your call you wanna reject just by looking at the pic . trust me its worth it ,insist
6694,<end>,<end>
6695,"hey there , nice phone you have here . you can't get a blackberry anymore ",intro
6696,"nope , these things are pretty rare ! ",supplemental
6697,"yup , and i'm an fbi agent , even we have issues finding these things for bureau activities . would you take 45 ? ",init-price
6698,"i'd really like to get $50 for it , could you pick up today ? ",counter-price
6699,"yup , i'll give you 48 and pick it up asap , i'm around the corner . ",counter-price
6700,<end>,<end>
6701,hello there ! ,intro
6702,hi ,intro
6703,are you interested in my standing desk for sale ? ,intro
6704,yes i am how old is the desk ,inquire
6705,"it is a couple years old , very gently used and no scratches on it . ",inform
6706,the legs unscrew for easy transport . ,supplemental
6707,i am asking $60 for it . ,init-price
6708,i was looking for a desk around $15 or so but i liked the look of this one . how would you feel about 25 for the desk ? ,counter-price
6709,"i need to get at least $45 for this one , i am afraid $25 would be too low . ",counter-price
6710,there doesn't seem to be much to the desk . it's pretty plain . how about around 35 ? ,counter-price
6711,"sorry no deal on anything lower , $45 is my limit . ",insist
6712,i would be willing to go to 40 but that is my highest for the desk ,counter-price
6713,if you pick it up then $40 would be acceptable . ,agree
6714,okay that sounds reasonable . we will do $40 . ,agree
6715,great ,thanks
6716,<end>,<end>
6717,"hello , are you here about the apartment for rent ? ",inquire
6718,"yes , do you have any interior pictures ? ",inquire
6719,"i don't have available right now , but i can send some to you later . ",inform
6720,i would definitely need to see it . is the price firm ? ,inquire
6721,<end>,<end>
6722,"hi , i see your couch is up for 600 . since i'd have to drive an hour to pick it up , could i get it for 500 ? ",init-price
6723,i could sell it for $500 but i have a bad back and i will not be able to help you load it in your truck . deal ? ,inquire
6724,"hmm , i'll grab a friend to help . deal ! ",agree
6725,<end>,<end>
6726,hi how are you ? ,intro
6727,great . how are you ? ,intro
6728,i am well i would love your cables what condition are they in ? ,inquire
6729,they are slightly used but still in good condition ,inform
6730,i see well i can get them new on amazon for 20 but would like them today would you accept 10 dollars if i came and got them asap ? ,init-price
6731,how about 15 and i can drop them off ,counter-price
6732,perfect ,agree
6733,<end>,<end>
6734,"hey , you still have that bike for sale ? ",inquire
6735,indeed i do . ,inform
6736,would you like it ? ,inquire
6737,i'm definitely interested . but i'm concerned about the quality . you said in the ad you had to rebuild it ? ,inquire
6738,"yeah , it's been through a lot . ",inform
6739,"that's why i'm offering it for so cheap , only 50 bucks ",init-price
6740,that's still a bit higher than what i wanted to spend . would you take $30 for it ? i'll even come by with a pick up truck and pick it up myself . ,counter-price
6741,"hmm , really was hoping for a bit more , but i can go for 40 if you pay in two 20s . easier to get from the atm anyway :) ",counter-price
6742,"haha , okay , i can't argue with that logic . $40 it is . ",agree
6743,<end>,<end>
6744,"hey , nice printer you got , is it newish ? ",inquire
6745,"it has never been used . the store had a deal buy a camera get the printer free . i took it out of the box , but to be honest my other printer is better so i never even used this one . ",inform
6746,it looks nice . i have a canon camera so it will sync and work well with the common software . i'll give you 7 bucks ,init-price
6747,"well i can do 7 or if you would like , i have printer paper that goes with it was part of the package too . ",agree
6748,i can throw that in if you will do 10 the paper alone was $10 ,counter-price
6749,"7 for the printer , sold to the highest bidder ",insist
6750,<end>,<end>
6751,hi how are you ? ,intro
6752,i'm wonderful ! could i please buy the cable for $18 ? my son and his friend played jump rope with my last one and i can't use it anymore . . ,init-price
6753,sure that's a great price ! ,agree
6754,<end>,<end>
6755,what is the lowest price you would take for the bike ? ,inquire
6756,i can go down a little bit but not much . ,vague-price
6757,it's still in great condition and i barely used it at all . ,supplemental
6758,would you take 235 if i come and pick it up ? ,init-price
6759,i think 240 would be more fair since i already lowered the price when i listed the bike again . how's that sound ? ,counter-price
6760,throw in a bike helmet and we have deal . ,agree
6761,sure i can throw in my helmet no problem ! we have a deal . ,agree
6762,<end>,<end>
6763,"hello , how are you today ? ",intro
6764,i'm doing great thank you how are you ? ,intro
6765,i am doing well . are you interested in this property ? ,intro
6766,yes i just had a couple questions . are pets allowed ? and does it come with appliances ? ,inquire
6767,"it does come with a washer and dryer in the unit . the stove , fridge and microwave are also included . we do allow outdoor pets . ",inform
6768,okay is there any way you can bring the price down ? ,inquire
6769,"it is in a very great location , and has new flooring . so i do not want to go too low , i think $2400 is reasonable ",init-price
6770,2300 and its a deal ,counter-price
6771,<end>,<end>
6772,hey do you still have the cornice ? ,inquire
6773,i sure do . ,inform
6774,i do have quite a bit of interest in it though . ,intro
6775,i had some questions about it . what is it made of and what is the condition like ? ,inquire
6776,it is made of oak and chrome with a dark finish . it is about 6 . 5 feet tall and in perfect condition ,inform
6777,i'd really like to have it but my budget is around 500 . could you lower the price at all ? ,init-price
6778,"the lowest that i can go right now is 575 , this cost me over 1200 brand new and i have only had it a year . just stuck moving and it won't fit in the new place . ",counter-price
6779,okay i think i could come up with maybe another 50 . would you take 550 ? it would be coming to a good home to someone who really appreciates it ! ,counter-price
6780,i can do 550 but you have to come get it and just so you know i am in a 2nd story apartment . ,agree
6781,that's fine i can come by and move it myself ! ,agree
6782,thank you ! ,thanks
6783,your welcome . ,thanks
6784,<end>,<end>
6785,"hey , are you interested in the media cables ? ",intro
6786,i am interested in them . ,intro
6787,"great , i have them available for $20 . ",init-price
6788,would you be willing to throw in free shipping ? ,inquire
6789,"yes , as long as it's not international . ",inform
6790,i'm in the lower 48 . ,counter-price
6791,"sure , so $20 and i cover shipping ? ",counter-price
6792,how about $18 ? ,counter-price
6793,"come on , be fair . i'm already throwing in free shipping for you . ",disagree
6794,ok ,inform
6795,<end>,<end>
6796,hello . ,intro
6797,"hello there , are you still selling the desk ? ",inquire
6798,yes i am . the asking price is 60$ but i'm willing to negotiate . ,init-price
6799,is the desk in good condition ? my current desk has wobbly legs so i need something better . ,inquire
6800,"i don't think you'll have any issues with the legs . this table's legs unscrew so that you can transport it , but they tighten down quite nicely . ",inform
6801,okay does it come with the swivel chair in the picture ? ,inquire
6802,i can throw in the chair with the table . ,inform
6803,but i would ask for 60$ for both items . ,counter-price
6804,okay if you throw in the chair i will give you 60 for both items . ,agree
6805,sounds like a deal . thank you . ,thanks
6806,<end>,<end>
6807,"hi , is the house still for rent ? ",inquire
6808,yes it is still available . ,inform
6809,great ! but i'm going to be honest . $2800 is a bit steep for me . can you work with me on the price ? ,vague-price
6810,i can work with you on the price a little bit but within reason . it's a nice place and it's in a good neighborhood as well . ,supplemental
6811,"i understand , but i'm on a really tight budget right now . i honestly can afford much more than $1400 a month . ",init-price
6812,"1400 is out of the question , are you sure this is in your price range ? i can come down to 2700 . ",counter-price
6813,well the place is kind of big . would you be open to letting me sublet ? i can probably get 3 other people to rent the place with me so i can stay in budget and still get you $2700 a month . ,counter-price
6814,"yes that would be possible , so we have a deal at 2700 ? ",agree
6815,yea that works . ,agree
6816,<end>,<end>
6817,"hello , you are here about my lg g4 posting ? ",inquire
6818,yes i am . ,inform
6819,would you accept $90 for your phone ? ,init-price
6820,hmm . . . $90 seems a little low considering it's condition . ,vague-price
6821,"i would be willing to pick it up , and i could pick it up in an hour . ",supplemental
6822,that sure would make things more convenient . how about i take $25 off of it since you're ready to buy . ,vague-price
6823,lets call it $120 and i'll head over right now . ,counter-price
6824,does that work ? ,inquire
6825,that sounds good to me ! ,agree
6826,i had a case with it but i was going to sell it separately . ,inform
6827,how about i throw that in as well since we were able to come to such a good deal ? ,inquire
6828,sounds good to me . i'll see you in a bit . ,agree
6829,see you then ! ,thanks
6830,<end>,<end>
6831,hi i saw your post and was wondering if you still have the parisian cornice available ? ,inquire
6832,yes it is still available . ,inform
6833,could you tell me a little more about it ? how tall is it and what material is it made out of ? ,inquire
6834,sure it's approx . 7 feet tall and it's brown oak drifted color/finish . ,inform
6835,and is it in pretty good condition ? ,inquire
6836,"yes , no damage at all . ",inform
6837,i know you are asking 600 for it but i also noticed that you have had this ad up for over a month so i was hoping that you would be willing to take 200 for it ? i could come get it right away . ,init-price
6838,i would be willing to take 300 and i'll help you load it up when you come . ,counter-price
6839,i can do 300 that seems fair enough . thank you very much . ,agree
6840,<end>,<end>
6841,"hey , i love the bike- is there a discount if i offer to come to you to pick the bike up ? ",inquire
6842,yeah i can give you some money off . ,inform
6843,how much were you thinking ? ,inquire
6844,i'm coming from about 75 miles away . . . . would $50 off work ? ,init-price
6845,"sure , that's fair ! ",agree
6846,<end>,<end>
6847,is the box springs and bed rail included ? ,inquire
6848,yes i will include the boxsprings for free with the mattress ,inform
6849,is there anyway you can come down a bit in price ? i'm strapped for cash but really need a bed . maybe $100 ? ,init-price
6850,"i'm giving you a good offer , lowest i can go is $125 ",counter-price
6851,well at $125 i can't afford to buy any sheets that would fit the matress . ,disagree
6852,could you throw in a few sheets and i would be wiling to go the $125 ,inquire
6853,"sure that's fine , i'll throw in extra sheets for $125 ",agree
6854,<end>,<end>
6855,hi do you still have the blackberry ? ,intro
6856,yes i am still selling the blackberry are you interested ? ,intro
6857,is there anything at all wrong with it ? ,inquire
6858,no there is nothing wrong with it at all and it is in excellent condition . ,inform
6859,okay well i see that they are online refurbished for 53 so would you be willing to take $40 for it today ? ,init-price
6860,i'll sell it for $50 today and i'll even throw in a $20 case how does that sound ? ,counter-price
6861,that sounds good to me . ,agree
6862,<end>,<end>
6863,i accepted your offer ,agree
6864,hi i didn't even make an offer yet ,intro
6865,oh i think you must be new ,unknown
